ProductId,Date,Quantity
135,2017-05-31,6.0000000006
135,2017-06-01,24.0000000024
135,2017-06-02,21.0000000021
135,2017-06-04,21.0000000021
135,2017-06-05,6.0000000006
135,2017-06-06,27.0000000027
135,2017-06-07,27.0000000027
135,2017-06-08,33.0000000033
135,2017-06-09,30.000000003
135,2017-06-10,6.0000000006
135,2017-06-11,30.000000003
135,2017-06-13,21.0000000021
135,2017-06-14,12.0000000012
135,2017-06-15,39.0000000039
135,2017-06-16,30.000000003
135,2017-06-18,42.0000000042
135,2017-06-19,3.0000000003
135,2017-06-20,51.0000000051
135,2017-06-21,15.0000000015
135,2017-06-22,75.0000000075
135,2017-06-23,57.0000000057
135,2017-06-24,6.0000000006
135,2017-06-25,75.0000000075
135,2017-06-26,15.0000000015
135,2017-06-27,132.0000000132
135,2017-06-28,12.0000000012
135,2017-06-29,33.0000000033
135,2017-06-30,60.000000006
135,2017-07-01,3.0000000003
135,2017-07-02,30.000000003
135,2017-07-03,9.0000000009
135,2017-07-04,15.0000000015
135,2017-07-05,21.0000000021
135,2017-07-06,45.0000000045
135,2017-07-07,12.0000000012
135,2017-07-08,18.0000000018
135,2017-07-09,21.0000000021
135,2017-07-10,234.0000000234
135,2017-07-11,42.0000000042
135,2017-07-12,18.0000000018
135,2017-07-13,120.000000012
135,2017-07-14,42.0000000042
135,2017-07-15,3.0000000003
135,2017-07-16,48.0000000048
135,2017-07-17,30.000000003
135,2017-07-18,33.0000000033
135,2017-07-19,15.0000000015
135,2017-07-20,81.0000000081
135,2017-07-21,36.0000000036
135,2017-07-22,9.0000000009
135,2017-07-23,30.000000003
135,2017-07-24,36.0000000036
135,2017-07-25,39.0000000039
135,2017-07-26,6.0000000006
135,2017-07-27,75.0000000075
135,2017-07-28,39.0000000039
135,2017-07-29,3.0000000003
135,2017-07-30,42.0000000042
135,2017-07-31,33.0000000033
135,2017-08-01,15.0000000015
136,2017-04-03,91.2
136,2017-04-04,96.0
136,2017-04-05,103.2
136,2017-04-06,26.4
136,2017-04-07,14.4
136,2017-04-08,9.6
136,2017-04-09,57.6
136,2017-04-10,62.4
136,2017-04-11,91.2
136,2017-04-12,52.8
136,2017-04-13,98.4
136,2017-04-14,110.4
136,2017-04-15,16.8
136,2017-04-16,96.0
136,2017-04-17,62.4
136,2017-04-18,93.6
136,2017-04-19,48.0
136,2017-04-20,88.8
136,2017-04-21,136.8
136,2017-04-22,112.8
