№ акции,Ценовая группа,Код продукта,Начало отгрузок,Конец отгрузок,Начало реализации,Конец реализации
13175.0,ОКЕЙ--МОСКВА,5324,17.06.2017,17.06.2017,15.06.2017,15.06.2017
13176.0,ОКЕЙ-МАТРИЦА,5324,17.06.2017,17.06.2017,15.06.2017,15.06.2017
13183.0,ОКЕЙ---С-ПБ,5324,17.06.2017,17.06.2017,15.06.2017,15.06.2017
13206.0,ЛЕНТА-УРАЛ,9727,17.06.2017,17.06.2017,29.06.2017,29.06.2017
13207.0,ЛЕНТА-УРАЛ,9728,17.06.2017,17.06.2017,29.06.2017,29.06.2017
13217.0,ЛЕНТА-УРАЛ,6011,17.06.2017,17.06.2017,27.06.2017,27.06.2017
13235.0,ИНТЕРТОРГ МАТРИЦА,9027,17.06.2017,17.06.2017,21.06.2017,21.06.2017
13236.0,ИНТЕРТОРГ МАТРИЦА,9744,17.06.2017,17.06.2017,21.06.2017,21.06.2017
13237.0,ИНТЕРТОРГ МАТРИЦА,9745,17.06.2017,17.06.2017,21.06.2017,21.06.2017
13243.0,ЛЕНТА-УРАЛ,0852,17.06.2017,17.06.2017,29.06.2017,29.06.2017
13246.0,АШАН МП СПБ безНДС,3382,17.06.2017,17.06.2017,19.06.2017,19.06.2017
13247.0,АШАН МП СПБ безНДС,9450,17.06.2017,17.06.2017,19.06.2017,19.06.2017
13261.0,АШАН МП САМ безНДС,9450,17.06.2017,17.06.2017,19.06.2017,19.06.2017
13266.0,ОКЕЙ--МОСКВА,0691,17.06.2017,17.06.2017,22.06.2017,22.06.2017
13271.0,ОКЕЙ--МОСКВА,0852,17.06.2017,17.06.2017,22.06.2017,22.06.2017
13272.0,ОКЕЙ--МОСКВА,0652,17.06.2017,17.06.2017,22.06.2017,22.06.2017
13274.0,ОКЕЙ--МОСКВА,8762,17.06.2017,17.06.2017,22.06.2017,22.06.2017
13278.0,ОКЕЙ---С-ПБ,0691,17.06.2017,17.06.2017,22.06.2017,22.06.2017
13279.0,ОКЕЙ---С-ПБ,0652,17.06.2017,17.06.2017,22.06.2017,22.06.2017
13280.0,ОКЕЙ---С-ПБ,6011,17.06.2017,17.06.2017,22.06.2017,22.06.2017
13281.0,ОКЕЙ---С-ПБ,8762,17.06.2017,17.06.2017,22.06.2017,22.06.2017
13011.0,Метро РЦ,5324,18.06.2017,18.06.2017,15.06.2017,15.06.2017
13068.0,ЛЕНТА-ЕВРОПА-СПБ,2302,18.06.2017,18.06.2017,15.06.2017,15.06.2017
13126.0,ОКЕЙ--МОСКВА,2955,18.06.2017,18.06.2017,16.06.2017,16.06.2017
13127.0,ОКЕЙ--МОСКВА,3382,18.06.2017,18.06.2017,16.06.2017,16.06.2017
13175.0,ОКЕЙ--МОСКВА,5324,18.06.2017,18.06.2017,15.06.2017,15.06.2017
13183.0,ОКЕЙ---С-ПБ,5324,18.06.2017,18.06.2017,15.06.2017,15.06.2017
13185.0,ДиксиМосква,2127,18.06.2017,18.06.2017,26.06.2017,26.06.2017
13240.0,АШАН МП РЦ без НДС,3382,18.06.2017,18.06.2017,19.06.2017,19.06.2017
13246.0,АШАН МП СПБ безНДС,3382,18.06.2017,18.06.2017,19.06.2017,19.06.2017
13247.0,АШАН МП СПБ безНДС,9450,18.06.2017,18.06.2017,19.06.2017,19.06.2017
13264.0,ДиксиМосква,2140,18.06.2017,18.06.2017,08.06.2017,08.06.2017
13266.0,ОКЕЙ--МОСКВА,0691,18.06.2017,18.06.2017,22.06.2017,22.06.2017
13271.0,ОКЕЙ--МОСКВА,0852,18.06.2017,18.06.2017,22.06.2017,22.06.2017
13272.0,ОКЕЙ--МОСКВА,0652,18.06.2017,18.06.2017,22.06.2017,22.06.2017
13274.0,ОКЕЙ--МОСКВА,8762,18.06.2017,18.06.2017,22.06.2017,22.06.2017
13278.0,ОКЕЙ---С-ПБ,0691,18.06.2017,18.06.2017,22.06.2017,22.06.2017
13279.0,ОКЕЙ---С-ПБ,0652,18.06.2017,18.06.2017,22.06.2017,22.06.2017
13280.0,ОКЕЙ---С-ПБ,6011,18.06.2017,18.06.2017,22.06.2017,22.06.2017
13281.0,ОКЕЙ---С-ПБ,8762,18.06.2017,18.06.2017,22.06.2017,22.06.2017
12984.0,МАТРИЦА-ДИКСИ,7224,19.06.2017,19.06.2017,26.06.2017,26.06.2017
13030.0,Метро МП питер,5324,19.06.2017,19.06.2017,15.06.2017,15.06.2017
13032.0,Метро МП питер,2172,19.06.2017,19.06.2017,15.06.2017,15.06.2017
13068.0,ЛЕНТА-ЕВРОПА-СПБ,2302,19.06.2017,19.06.2017,15.06.2017,15.06.2017
13082.0,ЛЕНТА-УРАЛ,2302,19.06.2017,19.06.2017,15.06.2017,15.06.2017
13126.0,ОКЕЙ--МОСКВА,2955,19.06.2017,19.06.2017,16.06.2017,16.06.2017
13127.0,ОКЕЙ--МОСКВА,3382,19.06.2017,19.06.2017,16.06.2017,16.06.2017
13175.0,ОКЕЙ--МОСКВА,5324,19.06.2017,19.06.2017,15.06.2017,15.06.2017
13183.0,ОКЕЙ---С-ПБ,5324,19.06.2017,19.06.2017,15.06.2017,15.06.2017
13193.0,МАТРИЦА-ДИКСИ,2127,19.06.2017,19.06.2017,26.06.2017,26.06.2017
13217.0,ЛЕНТА-УРАЛ,6011,19.06.2017,19.06.2017,27.06.2017,27.06.2017
13235.0,ИНТЕРТОРГ МАТРИЦА,9027,19.06.2017,19.06.2017,21.06.2017,21.06.2017
13236.0,ИНТЕРТОРГ МАТРИЦА,9744,19.06.2017,19.06.2017,21.06.2017,21.06.2017
13237.0,ИНТЕРТОРГ МАТРИЦА,9745,19.06.2017,19.06.2017,21.06.2017,21.06.2017
13241.0,АШАН МП РЦ без НДС,9450,19.06.2017,19.06.2017,19.06.2017,19.06.2017
13266.0,ОКЕЙ--МОСКВА,0691,19.06.2017,19.06.2017,22.06.2017,22.06.2017
13271.0,ОКЕЙ--МОСКВА,0852,19.06.2017,19.06.2017,22.06.2017,22.06.2017
13272.0,ОКЕЙ--МОСКВА,0652,19.06.2017,19.06.2017,22.06.2017,22.06.2017
13274.0,ОКЕЙ--МОСКВА,8762,19.06.2017,19.06.2017,22.06.2017,22.06.2017
13278.0,ОКЕЙ---С-ПБ,0691,19.06.2017,19.06.2017,22.06.2017,22.06.2017
13279.0,ОКЕЙ---С-ПБ,0652,19.06.2017,19.06.2017,22.06.2017,22.06.2017
13280.0,ОКЕЙ---С-ПБ,6011,19.06.2017,19.06.2017,22.06.2017,22.06.2017
13281.0,ОКЕЙ---С-ПБ,8762,19.06.2017,19.06.2017,22.06.2017,22.06.2017
13068.0,ЛЕНТА-ЕВРОПА-СПБ,2302,20.06.2017,20.06.2017,15.06.2017,15.06.2017
13126.0,ОКЕЙ--МОСКВА,2955,20.06.2017,20.06.2017,16.06.2017,16.06.2017
13127.0,ОКЕЙ--МОСКВА,3382,20.06.2017,20.06.2017,16.06.2017,16.06.2017
13175.0,ОКЕЙ--МОСКВА,5324,20.06.2017,20.06.2017,15.06.2017,15.06.2017
13183.0,ОКЕЙ---С-ПБ,5324,20.06.2017,20.06.2017,15.06.2017,15.06.2017
13200.0,ЛЕНТА-ЕВРОПА,6011,20.06.2017,20.06.2017,27.06.2017,27.06.2017
13235.0,ИНТЕРТОРГ МАТРИЦА,9027,20.06.2017,20.06.2017,21.06.2017,21.06.2017
13236.0,ИНТЕРТОРГ МАТРИЦА,9744,20.06.2017,20.06.2017,21.06.2017,21.06.2017
13237.0,ИНТЕРТОРГ МАТРИЦА,9745,20.06.2017,20.06.2017,21.06.2017,21.06.2017
13240.0,АШАН МП РЦ без НДС,3382,20.06.2017,20.06.2017,19.06.2017,19.06.2017
13266.0,ОКЕЙ--МОСКВА,0691,20.06.2017,20.06.2017,22.06.2017,22.06.2017
13271.0,ОКЕЙ--МОСКВА,0852,20.06.2017,20.06.2017,22.06.2017,22.06.2017
13272.0,ОКЕЙ--МОСКВА,0652,20.06.2017,20.06.2017,22.06.2017,22.06.2017
13274.0,ОКЕЙ--МОСКВА,8762,20.06.2017,20.06.2017,22.06.2017,22.06.2017
13278.0,ОКЕЙ---С-ПБ,0691,20.06.2017,20.06.2017,22.06.2017,22.06.2017
13279.0,ОКЕЙ---С-ПБ,0652,20.06.2017,20.06.2017,22.06.2017,22.06.2017
13280.0,ОКЕЙ---С-ПБ,6011,20.06.2017,20.06.2017,22.06.2017,22.06.2017
13281.0,ОКЕЙ---С-ПБ,8762,20.06.2017,20.06.2017,22.06.2017,22.06.2017
13286.0,АШАН МП РЦ без НДС,2955,20.06.2017,20.06.2017,26.06.2017,26.06.2017
13294.0,АШАН МП СПБ безНДС,2955,20.06.2017,20.06.2017,26.06.2017,26.06.2017
13333.0,АШАН МП САМ безНДС,9450,20.06.2017,20.06.2017,26.06.2017,26.06.2017
13334.0,АШАН МП САМ безНДС,2955,20.06.2017,20.06.2017,26.06.2017,26.06.2017
12969.0,ДиксиМосква,7224,21.06.2017,21.06.2017,26.06.2017,26.06.2017
13011.0,Метро РЦ,5324,21.06.2017,21.06.2017,15.06.2017,15.06.2017
13015.0,Метро РЦ,5324,21.06.2017,21.06.2017,29.06.2017,29.06.2017
13030.0,Метро МП питер,5324,21.06.2017,21.06.2017,15.06.2017,15.06.2017
13032.0,Метро МП питер,2172,21.06.2017,21.06.2017,15.06.2017,15.06.2017
13068.0,ЛЕНТА-ЕВРОПА-СПБ,2302,21.06.2017,21.06.2017,15.06.2017,15.06.2017
13126.0,ОКЕЙ--МОСКВА,2955,21.06.2017,21.06.2017,16.06.2017,16.06.2017
13127.0,ОКЕЙ--МОСКВА,3382,21.06.2017,21.06.2017,16.06.2017,16.06.2017
13175.0,ОКЕЙ--МОСКВА,5324,21.06.2017,21.06.2017,15.06.2017,15.06.2017
13183.0,ОКЕЙ---С-ПБ,5324,21.06.2017,21.06.2017,15.06.2017,15.06.2017
13185.0,ДиксиМосква,2127,21.06.2017,21.06.2017,26.06.2017,26.06.2017
13206.0,ЛЕНТА-УРАЛ,9727,21.06.2017,21.06.2017,29.06.2017,29.06.2017
13207.0,ЛЕНТА-УРАЛ,9728,21.06.2017,21.06.2017,29.06.2017,29.06.2017
13235.0,ИНТЕРТОРГ МАТРИЦА,9027,21.06.2017,21.06.2017,21.06.2017,21.06.2017
13241.0,АШАН МП РЦ без НДС,9450,21.06.2017,21.06.2017,19.06.2017,19.06.2017
13248.0,Зельгрос,2955,21.06.2017,21.06.2017,28.06.2017,28.06.2017
13249.0,Зельгрос,9169,21.06.2017,21.06.2017,28.06.2017,28.06.2017
13251.0,Зельгрос,9166,21.06.2017,21.06.2017,28.06.2017,28.06.2017
13264.0,ДиксиМосква,2140,21.06.2017,21.06.2017,08.06.2017,08.06.2017
13266.0,ОКЕЙ--МОСКВА,0691,21.06.2017,21.06.2017,22.06.2017,22.06.2017
13271.0,ОКЕЙ--МОСКВА,0852,21.06.2017,21.06.2017,22.06.2017,22.06.2017
13272.0,ОКЕЙ--МОСКВА,0652,21.06.2017,21.06.2017,22.06.2017,22.06.2017
13274.0,ОКЕЙ--МОСКВА,8762,21.06.2017,21.06.2017,22.06.2017,22.06.2017
13278.0,ОКЕЙ---С-ПБ,0691,21.06.2017,21.06.2017,22.06.2017,22.06.2017
13279.0,ОКЕЙ---С-ПБ,0652,21.06.2017,21.06.2017,22.06.2017,22.06.2017
13280.0,ОКЕЙ---С-ПБ,6011,21.06.2017,21.06.2017,22.06.2017,22.06.2017
13281.0,ОКЕЙ---С-ПБ,8762,21.06.2017,21.06.2017,22.06.2017,22.06.2017
13293.0,АШАН МП СПБ безНДС,9450,21.06.2017,21.06.2017,26.06.2017,26.06.2017
13294.0,АШАН МП СПБ безНДС,2955,21.06.2017,21.06.2017,26.06.2017,26.06.2017
13319.0,ЛЕНТА-УРАЛ,2302,21.06.2017,21.06.2017,13.07.2017,13.07.2017
13333.0,АШАН МП САМ безНДС,9450,21.06.2017,21.06.2017,26.06.2017,26.06.2017
13334.0,АШАН МП САМ безНДС,2955,21.06.2017,21.06.2017,26.06.2017,26.06.2017
13385.0,АШАН МП САМ безНДС,3382,21.06.2017,21.06.2017,03.07.2017,03.07.2017
13386.0,АШАН МП САМ безНДС,9728,21.06.2017,21.06.2017,03.07.2017,03.07.2017
13387.0,АШАН МП САМ безНДС,0866,21.06.2017,21.06.2017,03.07.2017,03.07.2017
13388.0,АШАН МП САМ безНДС,5324,21.06.2017,21.06.2017,03.07.2017,03.07.2017
13068.0,ЛЕНТА-ЕВРОПА-СПБ,2302,22.06.2017,22.06.2017,15.06.2017,15.06.2017
13082.0,ЛЕНТА-УРАЛ,2302,22.06.2017,22.06.2017,15.06.2017,15.06.2017
13126.0,ОКЕЙ--МОСКВА,2955,22.06.2017,22.06.2017,16.06.2017,16.06.2017
13127.0,ОКЕЙ--МОСКВА,3382,22.06.2017,22.06.2017,16.06.2017,16.06.2017
13175.0,ОКЕЙ--МОСКВА,5324,22.06.2017,22.06.2017,15.06.2017,15.06.2017
13183.0,ОКЕЙ---С-ПБ,5324,22.06.2017,22.06.2017,15.06.2017,15.06.2017
13193.0,МАТРИЦА-ДИКСИ,2127,22.06.2017,22.06.2017,26.06.2017,26.06.2017
13199.0,ЛЕНТА-ЕВРОПА-СПБ,6011,22.06.2017,22.06.2017,27.06.2017,27.06.2017
13201.0,ЛЕНТА-ЕВРОПА-СПБ,9727,22.06.2017,22.06.2017,29.06.2017,29.06.2017
13202.0,ЛЕНТА-ЕВРОПА-СПБ,9728,22.06.2017,22.06.2017,29.06.2017,29.06.2017
13206.0,ЛЕНТА-УРАЛ,9727,22.06.2017,22.06.2017,29.06.2017,29.06.2017
13207.0,ЛЕНТА-УРАЛ,9728,22.06.2017,22.06.2017,29.06.2017,29.06.2017
13217.0,ЛЕНТА-УРАЛ,6011,22.06.2017,22.06.2017,27.06.2017,27.06.2017
13219.0,ЛЕНТА-ЕВРОПА-СПБ,0852,22.06.2017,22.06.2017,29.06.2017,29.06.2017
13226.0,ЛЕНТА-ЕВРОПА,0852,22.06.2017,22.06.2017,29.06.2017,29.06.2017
13229.0,ЛЕНТА-ЕВРОПА,9728,22.06.2017,22.06.2017,29.06.2017,29.06.2017
13230.0,ЛЕНТА-ЕВРОПА,9727,22.06.2017,22.06.2017,29.06.2017,29.06.2017
13235.0,ИНТЕРТОРГ МАТРИЦА,9027,22.06.2017,22.06.2017,21.06.2017,21.06.2017
13240.0,АШАН МП РЦ без НДС,3382,22.06.2017,22.06.2017,19.06.2017,19.06.2017
13243.0,ЛЕНТА-УРАЛ,0852,22.06.2017,22.06.2017,29.06.2017,29.06.2017
13248.0,Зельгрос,2955,22.06.2017,22.06.2017,28.06.2017,28.06.2017
13249.0,Зельгрос,9169,22.06.2017,22.06.2017,28.06.2017,28.06.2017
13251.0,Зельгрос,9166,22.06.2017,22.06.2017,28.06.2017,28.06.2017
13286.0,АШАН МП РЦ без НДС,2955,22.06.2017,22.06.2017,26.06.2017,26.06.2017
13293.0,АШАН МП СПБ безНДС,9450,22.06.2017,22.06.2017,26.06.2017,26.06.2017
13294.0,АШАН МП СПБ безНДС,2955,22.06.2017,22.06.2017,26.06.2017,26.06.2017
13333.0,АШАН МП САМ безНДС,9450,22.06.2017,22.06.2017,26.06.2017,26.06.2017
13334.0,АШАН МП САМ безНДС,2955,22.06.2017,22.06.2017,26.06.2017,26.06.2017
13385.0,АШАН МП САМ безНДС,3382,22.06.2017,22.06.2017,03.07.2017,03.07.2017
13386.0,АШАН МП САМ безНДС,9728,22.06.2017,22.06.2017,03.07.2017,03.07.2017
13387.0,АШАН МП САМ безНДС,0866,22.06.2017,22.06.2017,03.07.2017,03.07.2017
13388.0,АШАН МП САМ безНДС,5324,22.06.2017,22.06.2017,03.07.2017,03.07.2017
12984.0,МАТРИЦА-ДИКСИ,7224,23.06.2017,23.06.2017,26.06.2017,26.06.2017
13068.0,ЛЕНТА-ЕВРОПА-СПБ,2302,23.06.2017,23.06.2017,15.06.2017,15.06.2017
13126.0,ОКЕЙ--МОСКВА,2955,23.06.2017,23.06.2017,16.06.2017,16.06.2017
13127.0,ОКЕЙ--МОСКВА,3382,23.06.2017,23.06.2017,16.06.2017,16.06.2017
13175.0,ОКЕЙ--МОСКВА,5324,23.06.2017,23.06.2017,15.06.2017,15.06.2017
13183.0,ОКЕЙ---С-ПБ,5324,23.06.2017,23.06.2017,15.06.2017,15.06.2017
13199.0,ЛЕНТА-ЕВРОПА-СПБ,6011,23.06.2017,23.06.2017,27.06.2017,27.06.2017
13200.0,ЛЕНТА-ЕВРОПА,6011,23.06.2017,23.06.2017,27.06.2017,27.06.2017
13201.0,ЛЕНТА-ЕВРОПА-СПБ,9727,23.06.2017,23.06.2017,29.06.2017,29.06.2017
13202.0,ЛЕНТА-ЕВРОПА-СПБ,9728,23.06.2017,23.06.2017,29.06.2017,29.06.2017
13206.0,ЛЕНТА-УРАЛ,9727,23.06.2017,23.06.2017,29.06.2017,29.06.2017
13207.0,ЛЕНТА-УРАЛ,9728,23.06.2017,23.06.2017,29.06.2017,29.06.2017
13217.0,ЛЕНТА-УРАЛ,6011,23.06.2017,23.06.2017,27.06.2017,27.06.2017
13219.0,ЛЕНТА-ЕВРОПА-СПБ,0852,23.06.2017,23.06.2017,29.06.2017,29.06.2017
13235.0,ИНТЕРТОРГ МАТРИЦА,9027,23.06.2017,23.06.2017,21.06.2017,21.06.2017
13241.0,АШАН МП РЦ без НДС,9450,23.06.2017,23.06.2017,19.06.2017,19.06.2017
13243.0,ЛЕНТА-УРАЛ,0852,23.06.2017,23.06.2017,29.06.2017,29.06.2017
13248.0,Зельгрос,2955,23.06.2017,23.06.2017,28.06.2017,28.06.2017
13249.0,Зельгрос,9169,23.06.2017,23.06.2017,28.06.2017,28.06.2017
13251.0,Зельгрос,9166,23.06.2017,23.06.2017,28.06.2017,28.06.2017
13293.0,АШАН МП СПБ безНДС,9450,23.06.2017,23.06.2017,26.06.2017,26.06.2017
13294.0,АШАН МП СПБ безНДС,2955,23.06.2017,23.06.2017,26.06.2017,26.06.2017
13333.0,АШАН МП САМ безНДС,9450,23.06.2017,23.06.2017,26.06.2017,26.06.2017
13334.0,АШАН МП САМ безНДС,2955,23.06.2017,23.06.2017,26.06.2017,26.06.2017
13385.0,АШАН МП САМ безНДС,3382,23.06.2017,23.06.2017,03.07.2017,03.07.2017
13386.0,АШАН МП САМ безНДС,9728,23.06.2017,23.06.2017,03.07.2017,03.07.2017
13387.0,АШАН МП САМ безНДС,0866,23.06.2017,23.06.2017,03.07.2017,03.07.2017
13388.0,АШАН МП САМ безНДС,5324,23.06.2017,23.06.2017,03.07.2017,03.07.2017
13394.0,ОКЕЙ--МОСКВА,2390,23.06.2017,23.06.2017,23.06.2017,23.06.2017
13032.0,Метро МП питер,2172,24.06.2017,24.06.2017,15.06.2017,15.06.2017
13068.0,ЛЕНТА-ЕВРОПА-СПБ,2302,24.06.2017,24.06.2017,15.06.2017,15.06.2017
13126.0,ОКЕЙ--МОСКВА,2955,24.06.2017,24.06.2017,16.06.2017,16.06.2017
13127.0,ОКЕЙ--МОСКВА,3382,24.06.2017,24.06.2017,16.06.2017,16.06.2017
13199.0,ЛЕНТА-ЕВРОПА-СПБ,6011,24.06.2017,24.06.2017,27.06.2017,27.06.2017
13201.0,ЛЕНТА-ЕВРОПА-СПБ,9727,24.06.2017,24.06.2017,29.06.2017,29.06.2017
13202.0,ЛЕНТА-ЕВРОПА-СПБ,9728,24.06.2017,24.06.2017,29.06.2017,29.06.2017
13206.0,ЛЕНТА-УРАЛ,9727,24.06.2017,24.06.2017,29.06.2017,29.06.2017
13207.0,ЛЕНТА-УРАЛ,9728,24.06.2017,24.06.2017,29.06.2017,29.06.2017
13217.0,ЛЕНТА-УРАЛ,6011,24.06.2017,24.06.2017,27.06.2017,27.06.2017
13219.0,ЛЕНТА-ЕВРОПА-СПБ,0852,24.06.2017,24.06.2017,29.06.2017,29.06.2017
13226.0,ЛЕНТА-ЕВРОПА,0852,24.06.2017,24.06.2017,29.06.2017,29.06.2017
13229.0,ЛЕНТА-ЕВРОПА,9728,24.06.2017,24.06.2017,29.06.2017,29.06.2017
13243.0,ЛЕНТА-УРАЛ,0852,24.06.2017,24.06.2017,29.06.2017,29.06.2017
13293.0,АШАН МП СПБ безНДС,9450,24.06.2017,24.06.2017,26.06.2017,26.06.2017
13294.0,АШАН МП СПБ безНДС,2955,24.06.2017,24.06.2017,26.06.2017,26.06.2017
13319.0,ЛЕНТА-УРАЛ,2302,24.06.2017,24.06.2017,13.07.2017,13.07.2017
13333.0,АШАН МП САМ безНДС,9450,24.06.2017,24.06.2017,26.06.2017,26.06.2017
13385.0,АШАН МП САМ безНДС,3382,24.06.2017,24.06.2017,03.07.2017,03.07.2017
13386.0,АШАН МП САМ безНДС,9728,24.06.2017,24.06.2017,03.07.2017,03.07.2017
13387.0,АШАН МП САМ безНДС,0866,24.06.2017,24.06.2017,03.07.2017,03.07.2017
13388.0,АШАН МП САМ безНДС,5324,24.06.2017,24.06.2017,03.07.2017,03.07.2017
13394.0,ОКЕЙ--МОСКВА,2390,24.06.2017,24.06.2017,23.06.2017,23.06.2017
13395.0,ОКЕЙ---С-ПБ,2390,24.06.2017,24.06.2017,23.06.2017,23.06.2017
12969.0,ДиксиМосква,7224,25.06.2017,25.06.2017,26.06.2017,26.06.2017
13015.0,Метро РЦ,5324,25.06.2017,25.06.2017,29.06.2017,29.06.2017
13068.0,ЛЕНТА-ЕВРОПА-СПБ,2302,25.06.2017,25.06.2017,15.06.2017,15.06.2017
13089.0,Билла,3665,25.06.2017,25.06.2017,29.06.2017,29.06.2017
13126.0,ОКЕЙ--МОСКВА,2955,25.06.2017,25.06.2017,16.06.2017,16.06.2017
13127.0,ОКЕЙ--МОСКВА,3382,25.06.2017,25.06.2017,16.06.2017,16.06.2017
13201.0,ЛЕНТА-ЕВРОПА-СПБ,9727,25.06.2017,25.06.2017,29.06.2017,29.06.2017
13202.0,ЛЕНТА-ЕВРОПА-СПБ,9728,25.06.2017,25.06.2017,29.06.2017,29.06.2017
13219.0,ЛЕНТА-ЕВРОПА-СПБ,0852,25.06.2017,25.06.2017,29.06.2017,29.06.2017
13226.0,ЛЕНТА-ЕВРОПА,0852,25.06.2017,25.06.2017,29.06.2017,29.06.2017
13230.0,ЛЕНТА-ЕВРОПА,9727,25.06.2017,25.06.2017,29.06.2017,29.06.2017
13248.0,Зельгрос,2955,25.06.2017,25.06.2017,28.06.2017,28.06.2017
13249.0,Зельгрос,9169,25.06.2017,25.06.2017,28.06.2017,28.06.2017
13251.0,Зельгрос,9166,25.06.2017,25.06.2017,28.06.2017,28.06.2017
13264.0,ДиксиМосква,2140,25.06.2017,25.06.2017,08.06.2017,08.06.2017
13293.0,АШАН МП СПБ безНДС,9450,25.06.2017,25.06.2017,26.06.2017,26.06.2017
13294.0,АШАН МП СПБ безНДС,2955,25.06.2017,25.06.2017,26.06.2017,26.06.2017
13394.0,ОКЕЙ--МОСКВА,2390,25.06.2017,25.06.2017,23.06.2017,23.06.2017
13395.0,ОКЕЙ---С-ПБ,2390,25.06.2017,25.06.2017,23.06.2017,23.06.2017
13030.0,Метро МП питер,5324,26.06.2017,26.06.2017,15.06.2017,15.06.2017
13053.0,Метро МП питер,5324,26.06.2017,26.06.2017,29.06.2017,29.06.2017
13068.0,ЛЕНТА-ЕВРОПА-СПБ,2302,26.06.2017,26.06.2017,15.06.2017,15.06.2017
13126.0,ОКЕЙ--МОСКВА,2955,26.06.2017,26.06.2017,16.06.2017,16.06.2017
13127.0,ОКЕЙ--МОСКВА,3382,26.06.2017,26.06.2017,16.06.2017,16.06.2017
13199.0,ЛЕНТА-ЕВРОПА-СПБ,6011,26.06.2017,26.06.2017,27.06.2017,27.06.2017
13200.0,ЛЕНТА-ЕВРОПА,6011,26.06.2017,26.06.2017,27.06.2017,27.06.2017
13201.0,ЛЕНТА-ЕВРОПА-СПБ,9727,26.06.2017,26.06.2017,29.06.2017,29.06.2017
13202.0,ЛЕНТА-ЕВРОПА-СПБ,9728,26.06.2017,26.06.2017,29.06.2017,29.06.2017
13206.0,ЛЕНТА-УРАЛ,9727,26.06.2017,26.06.2017,29.06.2017,29.06.2017
13207.0,ЛЕНТА-УРАЛ,9728,26.06.2017,26.06.2017,29.06.2017,29.06.2017
13217.0,ЛЕНТА-УРАЛ,6011,26.06.2017,26.06.2017,27.06.2017,27.06.2017
13219.0,ЛЕНТА-ЕВРОПА-СПБ,0852,26.06.2017,26.06.2017,29.06.2017,29.06.2017
13229.0,ЛЕНТА-ЕВРОПА,9728,26.06.2017,26.06.2017,29.06.2017,29.06.2017
13243.0,ЛЕНТА-УРАЛ,0852,26.06.2017,26.06.2017,29.06.2017,29.06.2017
13347.0,ИНТЕРТОРГ МАТРИЦА,6363,26.06.2017,26.06.2017,05.07.2017,05.07.2017
13348.0,ИНТЕРТОРГ МАТРИЦА,6362,26.06.2017,26.06.2017,05.07.2017,05.07.2017
13353.0,АШАН МП РЦ без НДС,0866,26.06.2017,26.06.2017,03.07.2017,03.07.2017
13394.0,ОКЕЙ--МОСКВА,2390,26.06.2017,26.06.2017,23.06.2017,23.06.2017
13395.0,ОКЕЙ---С-ПБ,2390,26.06.2017,26.06.2017,23.06.2017,23.06.2017
13102.0,Верный М,0450,27.06.2017,27.06.2017,04.07.2017,04.07.2017
13199.0,ЛЕНТА-ЕВРОПА-СПБ,6011,27.06.2017,27.06.2017,27.06.2017,27.06.2017
13201.0,ЛЕНТА-ЕВРОПА-СПБ,9727,27.06.2017,27.06.2017,29.06.2017,29.06.2017
13202.0,ЛЕНТА-ЕВРОПА-СПБ,9728,27.06.2017,27.06.2017,29.06.2017,29.06.2017
13219.0,ЛЕНТА-ЕВРОПА-СПБ,0852,27.06.2017,27.06.2017,29.06.2017,29.06.2017
13226.0,ЛЕНТА-ЕВРОПА,0852,27.06.2017,27.06.2017,29.06.2017,29.06.2017
13347.0,ИНТЕРТОРГ МАТРИЦА,6363,27.06.2017,27.06.2017,05.07.2017,05.07.2017
13348.0,ИНТЕРТОРГ МАТРИЦА,6362,27.06.2017,27.06.2017,05.07.2017,05.07.2017
13351.0,АШАН МП РЦ без НДС,3382,27.06.2017,27.06.2017,03.07.2017,03.07.2017
13352.0,АШАН МП РЦ без НДС,9728,27.06.2017,27.06.2017,03.07.2017,03.07.2017
13378.0,АШАН МП СПБ безНДС,9728,27.06.2017,27.06.2017,03.07.2017,03.07.2017
13379.0,АШАН МП СПБ безНДС,0866,27.06.2017,27.06.2017,03.07.2017,03.07.2017
13380.0,АШАН МП СПБ безНДС,5324,27.06.2017,27.06.2017,03.07.2017,03.07.2017
13389.0,АШАН МП САМ безНДС,3900,27.06.2017,27.06.2017,10.07.2017,10.07.2017
13390.0,АШАН МП САМ безНДС,2955,27.06.2017,27.06.2017,10.07.2017,10.07.2017
13391.0,АШАН МП САМ безНДС,9199,27.06.2017,27.06.2017,10.07.2017,10.07.2017
13394.0,ОКЕЙ--МОСКВА,2390,27.06.2017,27.06.2017,23.06.2017,23.06.2017
13395.0,ОКЕЙ---С-ПБ,2390,27.06.2017,27.06.2017,23.06.2017,23.06.2017
13015.0,Метро РЦ,5324,28.06.2017,28.06.2017,29.06.2017,29.06.2017
13199.0,ЛЕНТА-ЕВРОПА-СПБ,6011,28.06.2017,28.06.2017,27.06.2017,27.06.2017
13201.0,ЛЕНТА-ЕВРОПА-СПБ,9727,28.06.2017,28.06.2017,29.06.2017,29.06.2017
13202.0,ЛЕНТА-ЕВРОПА-СПБ,9728,28.06.2017,28.06.2017,29.06.2017,29.06.2017
13219.0,ЛЕНТА-ЕВРОПА-СПБ,0852,28.06.2017,28.06.2017,29.06.2017,29.06.2017
